"date","home","hscore","road","rscore","line","lineavg","linesag","linesage","linesagp","linepom","linemoore","linemass","linegreen","linedunk","lineargh","linesauce","linemarkov","linerpi"
"12/03/2003","Morehead St.",65,"Wright St.",60,7.5,3.55,0.95,-0.78,2.62,1.94,8.05,8.54,".",".",".",".",".","."
"12/03/2003","Kansas St.",80,"Wyoming",67,5.5,1.13,1.38,3.59,-1.08,-1.88,2.85,1.93,".",".",".",".",".","."
"12/04/2003","William & Mary",67,"NC Wilmington",66,-6.5,-5.47,-1.21,-1.89,-0.57,-7.15,-11.50,-10.51,".",".",".",".",".","."
"12/04/2003","Portland",86,"Nevada",70,-5.0,-7.82,-4.98,-3.59,-6.43,-10.13,-11.50,-10.28,".",".",".",".",".","."
"12/04/2003","Virginia Tech",92,"Old Dominion",94,3.0,4.36,2.70,1.81,3.59,5.87,8.64,3.56,".",".",".",".",".","."
"12/04/2003","Marist",67,"Siena",65,-5.5,-9.49,-7.97,-10.66,-6.34,-13.64,-6.97,-11.38,".",".",".",".",".","."
"12/04/2003","Louisville",93,"Western Kentucky",63,10.5,10.91,10.16,9.10,11.62,11.59,10.01,12.97,".",".",".",".",".","."
"12/04/2003","Texas",103,"Wofford",72,26.0,21.28,13.58,12.63,18.56,23.29,33.92,25.69,".",".",".",".",".","."
"12/06/2003","Saint Louis",67,"Arizona",68,-12.0,-11.92,-8.85,-8.29,-12.17,-17.61,-9.50,-15.12,".",".",".",".",".","."
"12/06/2003","Illinois",84,"Arkansas",61,12.5,15.52,12.37,8.92,16.26,13.68,25.82,16.04,".",".",".",".",".","."
"12/06/2003","Alabama",65,"Austin Peay",47,8.0,9.94,8.35,9.41,7.22,10.39,14.77,9.53,".",".",".",".",".","."
"12/06/2003","Wright St.",64,"Ball St.",50,-1.0,-7.17,-5.57,-8.09,-3.49,-11.30,-4.62,-9.94,".",".",".",".",".","."
"12/06/2003","Idaho",69,"Boise St.",81,1.0,-1.53,0.08,-0.41,0.51,-2.97,-7.92,1.55,".",".",".",".",".","."
"12/06/2003","Ohio",71,"Brown",62,7.5,6.29,6.22,5.79,6.62,5.47,7.84,5.79,".",".",".",".",".","."
"12/06/2003","Cal Poly SLO",76,"CS Sacramento",60,10.5,3.61,-0.59,-1.45,0.04,3.87,11.66,8.14,".",".",".",".",".","."
"12/06/2003","Colorado",78,"California",60,7.0,6.73,6.00,6.48,5.52,5.05,10.43,6.92,".",".",".",".",".","."
"12/06/2003","St. Bonaventure",64,"Canisius",78,9.0,10.78,9.88,8.97,10.86,11.89,10.93,12.15,".",".",".",".",".","."
"12/06/2003","Notre Dame",68,"Central Michigan",69,18.0,14.79,12.95,13.78,12.26,18.52,14.05,17.21,".",".",".",".",".","."
"12/06/2003","Georgetown",71,"Davidson",53,10.0,12.49,11.56,12.13,11.34,11.98,16.10,11.83,".",".",".",".",".","."
"12/06/2003","Wisconsin",68,"Detroit",42,11.5,9.41,7.99,8.04,7.95,7.71,14.88,9.89,".",".",".",".",".","."
"12/06/2003","Illinois St.",80,"Eastern Michigan",69,6.0,5.47,4.74,3.35,6.12,7.88,6.07,4.65,".",".",".",".",".","."
"12/06/2003","Butler",65,"Evansville",64,13.0,15.09,13.51,15.24,12.18,18.80,17.28,13.52,".",".",".",".",".","."
"12/06/2003","Miami-Florida",89,"Florida International",72,11.0,15.12,12.29,12.69,12.27,18.67,18.40,16.38,".",".",".",".",".","."
"12/06/2003","Northern Iowa",55,"Furman",64,13.0,11.21,9.78,10.67,9.62,13.00,12.38,11.82,".",".",".",".",".","."
"12/06/2003","East Tennessee St.",91,"Georgia Southern",85,13.5,11.85,10.01,7.33,12.77,13.92,14.40,12.65,".",".",".",".",".","."
"12/06/2003","Maryland",68,"Gonzaga",82,2.5,6.92,7.19,9.03,5.11,9.64,3.44,7.11,".",".",".",".",".","."
"12/06/2003","Columbia",55,"Hofstra",58,-13.5,-11.13,-11.10,-11.47,-10.75,-12.14,-8.43,-12.88,".",".",".",".",".","."
"12/06/2003","Eastern Illinois",56,"Indiana St.",71,2.0,5.19,4.65,3.09,6.49,2.81,6.94,7.16,".",".",".",".",".","."
"12/06/2003","Akron",78,"James Madison",70,13.0,14.96,16.62,16.58,16.71,16.78,9.04,14.02,".",".",".",".",".","."
"12/06/2003","Stanford",64,"Kansas",58,-6.0,1.85,4.68,5.00,4.53,2.59,-4.55,-1.13,".",".",".",".",".","."
"12/06/2003","Oregon St.",87,"Kansas St.",82,-4.0,-4.86,-3.67,-3.70,-3.64,-7.23,-5.91,-4.98,".",".",".",".",".","."
"12/06/2003","UCLA",50,"Kentucky",52,-7.0,-9.45,-5.00,-3.79,-6.23,-14.11,-11.51,-16.03,".",".",".",".",".","."
"12/06/2003","Pepperdine",87,"Long Beach St.",73,16.5,12.77,8.33,5.93,10.86,13.57,22.02,15.92,".",".",".",".",".","."
"12/06/2003","Duquesne",70,"Loyola-Maryland",61,16.5,17.06,12.29,10.56,13.57,19.27,25.44,21.25,".",".",".",".",".","."
"12/06/2003","Oregon",90,"Marshall",61,14.0,10.67,9.10,9.55,8.65,11.85,13.79,11.08,".",".",".",".",".","."
"12/06/2003","Boston College",76,"Massachusetts",75,13.5,19.32,19.42,20.58,18.61,20.34,18.76,18.23,".",".",".",".",".","."
"12/06/2003","Mississippi",62,"Memphis",73,-2.0,-4.18,-2.13,-2.35,-2.32,-5.80,-5.58,-6.92,".",".",".",".",".","."
"12/06/2003","Western Michigan",61,"Miami-Ohio",38,6.0,3.11,1.24,2.08,0.42,-0.08,7.19,7.79,".",".",".",".",".","."
"12/06/2003","Vanderbilt",83,"Michigan",63,3.5,3.43,3.47,4.33,2.79,4.27,2.98,2.71,".",".",".",".",".","."
"12/06/2003","Tennessee Tech",".","Middle Tenn St.",".",6.5,10.27,9.65,12.14,7.30,15.11,7.00,10.43,".",".",".",".",".","."
"12/06/2003","Indiana",58,"Missouri",63,-3.5,1.95,2.52,1.48,2.63,2.46,0.61,2.00,".",".",".",".",".","."
"12/06/2003","Old Dominion",102,"NC Charlotte",105,-4.5,0.49,1.84,4.94,-1.94,-0.81,".",-1.56,".",".",".",".",".","."
"12/06/2003","Pacific",82,"Nevada",76,-4.0,-4.30,-2.45,-4.52,-0.49,-2.60,-7.92,-7.79,".",".",".",".",".","."
"12/06/2003","Siena",81,"Niagara",86,3.0,1.66,-0.26,-3.20,2.50,0.75,7.11,3.08,".",".",".",".",".","."
"12/06/2003","Cal St. Fullerton",82,"Northern Arizona",67,3.0,3.14,3.02,2.82,3.22,2.68,4.99,2.08,".",".",".",".",".","."
"12/06/2003","Bowling Green",60,"Northwestern",77,3.0,0.84,0.80,-0.07,1.61,-1.98,2.29,2.42,".",".",".",".",".","."
"12/06/2003","Michigan St.",77,"Oklahoma",80,5.0,3.23,2.25,3.90,0.30,3.62,7.53,1.76,".",".",".",".",".","."
"12/06/2003","BYU",76,"Oklahoma St.",71,3.0,5.31,4.47,3.59,5.93,6.96,7.97,2.95,".",".",".",".",".","."
"12/06/2003","Pittsburgh",64,"Penn St.",37,19.0,17.69,12.93,12.68,13.18,19.01,24.95,23.37,".",".",".",".",".","."
"12/06/2003","Portland",60,"Portland St.",53,6.5,9.96,8.59,10.50,6.79,11.01,12.61,10.27,".",".",".",".",".","."
"12/06/2003","Rhode Island",89,"Providence",79,-4.0,-2.48,0.11,-1.01,1.02,-3.48,-6.96,-4.57,".",".",".",".",".","."
"12/06/2003","Tulane",73,"Rice",67,-4.0,-5.85,-5.49,-4.91,-6.17,-9.04,-3.15,-6.32,".",".",".",".",".","."
"12/06/2003","Wake Forest",81,"Richmond",66,14.5,17.02,15.58,13.58,18.12,18.03,19.16,17.66,".",".",".",".",".","."
"12/06/2003","Utah",82,"San Diego",39,16.5,12.72,11.62,12.80,10.76,15.51,12.97,12.69,".",".",".",".",".","."
"12/06/2003","Montana",71,"San Francisco",72,4.5,2.44,3.04,0.94,5.01,2.47,1.13,2.08,".",".",".",".",".","."
"12/06/2003","Montana St.",56,"Santa Clara",74,0.0,3.20,3.13,4.75,1.50,4.30,2.03,3.51,".",".",".",".",".","."
"12/06/2003","Clemson",61,"South Carolina",76,1.0,-0.26,0.50,-1.27,1.79,-2.47,0.54,-0.65,".",".",".",".",".","."
"12/06/2003","Nebraska",75,"South Florida",52,8.0,3.67,2.39,2.89,1.87,3.33,7.28,4.26,".",".",".",".",".","."
"12/06/2003","Drake",66,"Southern Illinois",75,-6.0,-10.25,-8.48,-10.07,-7.17,-13.15,-9.92,-12.71,".",".",".",".",".","."
"12/06/2003","Duke",79,"St. John's",58,22.0,22.38,21.95,22.82,21.13,28.80,17.58,22.01,".",".",".",".",".","."
"12/06/2003","Pennsylvania",59,"St. Joseph's PA",67,-9.0,-6.00,-6.51,-7.39,-5.83,-8.03,-3.61,-4.65,".",".",".",".",".","."
"12/06/2003","Washington St.",73,"TCU",52,6.5,2.17,1.82,2.35,1.28,-0.85,6.14,2.26,".",".",".",".",".","."
"12/06/2003","Drexel",48,"Temple",57,-7.0,3.29,4.65,4.17,5.13,4.60,-3.14,4.33,".",".",".",".",".","."
"12/06/2003","Georgia Tech",94,"Tennessee St.",43,30.0,34.62,25.28,24.47,26.15,40.93,46.39,44.47,".",".",".",".",".","."
"12/06/2003","New Mexico",58,"Texas Tech",67,-9.0,-9.90,-8.05,-7.66,-8.68,-14.34,-8.55,-12.14,".",".",".",".",".","."
"12/06/2003","Mississippi St.",86,"UAB",84,7.5,5.87,5.32,4.84,5.69,4.39,6.97,7.99,".",".",".",".",".","."
"12/06/2003","Loyola Marymount",61,"UNLV",78,-2.5,-0.75,0.96,2.29,-0.54,0.70,-4.94,-2.99,".",".",".",".",".","."
"12/06/2003","New Mexico St.",74,"UTEP",83,8.5,8.89,4.40,5.59,3.18,8.24,15.67,16.28,".",".",".",".",".","."
"12/06/2003","La Salle",61,"Villanova",74,-9.0,-8.07,-9.26,-9.42,-9.17,-9.59,-6.22,-4.76,".",".",".",".",".","."
"12/06/2003","Ohio St.",62,"Virginia Tech",57,11.5,7.85,8.38,11.34,5.68,6.39,7.99,7.32,".",".",".",".",".","."
"12/06/2003","Wyoming",92,"Washington",76,4.0,6.53,6.27,3.34,9.53,6.31,6.11,7.60,".",".",".",".",".","."
"12/06/2003","George Washington",70,"West Virginia",64,3.0,6.50,7.57,8.68,6.45,9.05,3.20,4.04,".",".",".",".",".","."
"12/06/2003","VA Commonwealth",71,"William & Mary",60,13.0,8.72,7.00,9.61,4.50,5.04,13.95,12.23,".",".",".",".",".","."
"12/06/2003","Buffalo",86,"Youngstown St.",66,5.5,0.87,-1.45,-2.12,-1.03,1.25,7.49,1.11,".",".",".",".",".","."
"12/07/2003","Auburn",68,"Air Force",49,14.5,14.46,11.70,11.76,11.83,16.25,19.26,15.95,".",".",".",".",".","."
"12/07/2003","DePaul",77,"Bradley",74,7.5,8.30,5.93,3.33,8.01,8.99,12.53,11.04,".",".",".",".",".","."
"12/07/2003","Yale",57,"Fairfield",71,5.0,7.99,8.76,10.93,6.76,11.02,4.57,5.91,".",".",".",".",".","."
"12/07/2003","North Carolina",115,"George Mason",81,16.0,12.30,10.14,9.47,10.82,12.70,18.38,12.26,".",".",".",".",".","."
"12/07/2003","Western Kentucky",95,"Murray St.",100,-2.0,-0.82,-2.47,-2.07,-3.02,-7.72,8.23,2.12,".",".",".",".",".","."
"12/07/2003","Manhattan",72,"Rider",54,8.0,4.72,3.71,5.73,1.68,-1.00,10.64,7.54,".",".",".",".",".","."
"12/07/2003","North Carolina St.",77,"Wisconsin-Milwaukee",71,9.5,7.59,6.24,4.56,8.75,8.71,10.42,6.87,".",".",".",".",".","."
"12/07/2003","Auburn",68,"Air Force",49,14.5,14.46,11.70,11.76,11.83,16.25,19.26,15.95,".",".",".",".",".","."
"12/07/2003","DePaul",77,"Bradley",74,7.5,8.30,5.93,3.33,8.01,8.99,12.53,11.04,".",".",".",".",".","."
"12/07/2003","Yale",57,"Fairfield",71,5.0,7.99,8.76,10.93,6.76,11.02,4.57,5.91,".",".",".",".",".","."
"12/07/2003","North Carolina",115,"George Mason",81,16.0,12.30,10.14,9.47,10.82,12.70,18.38,12.26,".",".",".",".",".","."
"12/07/2003","Western Kentucky",95,"Murray St.",100,-2.0,-0.82,-2.47,-2.07,-3.02,-7.72,8.23,2.12,".",".",".",".",".","."
"12/07/2003","Manhattan",72,"Rider",54,8.0,4.72,3.71,5.73,1.68,-1.00,10.64,7.54,".",".",".",".",".","."
"12/07/2003","North Carolina St.",77,"Wisconsin-Milwaukee",71,9.5,7.59,6.24,4.56,8.75,8.71,10.42,6.87,".",".",".",".",".","."
"12/08/2003","New Mexico",77,"CS Sacramento",63,8.5,2.18,-1.79,-3.00,-0.65,-1.22,16.39,3.34,".",".",".",".",".","."
"12/08/2003","UTEP",88,"Houston",61,12.0,9.26,11.17,11.43,10.92,15.28,3.97,2.79,".",".",".",".",".","."
"12/08/2003","Loyola-Maryland",66,"St. Peter's",80,-8.5,-13.72,-12.29,-13.46,-11.27,-20.22,-8.02,-17.03,".",".",".",".",".","."
"12/09/2003","Texas",83,"Arizona",91,2.5,9.49,2.43,1.13,9.65,8.26,9.65,6.92,28.84,9.0,".",".",".","."
"12/09/2003","North Texas",73,"Baylor",69,-1.5,-4.11,-0.07,-2.47,2.18,-4.19,-8.28,-6.10,-1.73,-12.2,".",".",".","."
"12/09/2003","St. Joseph's PA",67,"Boston College",57,11.5,10.26,10.39,9.35,11.09,12.09,9.45,10.53,13.38,5.8,".",".",".","."
"12/09/2003","USC",96,"Cal St. Fullerton",90,13.5,10.39,7.91,9.53,6.37,7.27,21.76,9.07,5.31,15.9,".",".",".","."
"12/09/2003","Ohio",60,"DePaul",63,-5.0,-4.50,-3.70,-5.83,-1.78,-6.89,-3.63,-5.52,-4.15,-4.5,".",".",".","."
"12/09/2003","Providence",70,"Illinois",51,-6.5,-2.33,-0.56,0.88,-2.68,-4.95,-1.44,-3.82,-5.35,-0.7,".",".",".","."
"12/09/2003","Northern Iowa",77,"Iowa",66,-5.0,-7.86,-7.04,-11.35,-3.46,-8.99,-9.50,-8.31,-9.35,-4.9,".",".",".","."
"12/09/2003","Minnesota",88,"Long Beach St.",58,20.0,14.43,9.97,9.88,10.09,12.65,26.16,16.29,7.42,23.0,".",".",".","."
"12/09/2003","Dayton",66,"Louisiana-Lafayette",59,8.5,10.44,6.89,6.75,7.09,9.81,15.87,6.84,14.88,15.4,".",".",".","."
"12/09/2003","Fairfield",74,"Marist",60,10.0,13.80,13.43,14.15,12.81,16.52,11.77,12.61,15.68,13.4,".",".",".","."
"12/09/2003","Arkansas",78,"SE Missouri St.",68,11.0,10.36,7.22,8.57,6.06,10.75,15.92,10.24,8.02,16.1,".",".",".","."
"12/09/2003","San Diego",80,"SW Missouri St.",66,-6.0,-6.42,-7.11,-5.79,-9.07,-11.43,-3.44,-5.73,-10.49,1.7,".",".",".","."
"12/09/2003","Arizona St.",70,"Temple",66,7.5,7.36,6.13,6.23,6.04,7.93,3.54,9.15,8.95,10.9,".",".",".","."
"12/09/2003","Pennsylvania",63,"Villanova",73,-1.0,4.06,2.71,1.76,3.70,1.30,2.96,6.51,4.54,9.0,".",".",".","."
"12/09/2003","California",80,"Wyoming",55,7.5,4.59,4.58,6.58,2.26,2.48,4.56,5.70,7.12,3.4,".",".",".","."
"12/09/2003","Miami-Ohio",36,"Xavier",55,-2.5,0.56,2.85,3.43,2.27,0.49,-8.48,-3.59,10.30,-2.8,".",".",".","."
"12/10/2003","Idaho St.",78,"Boise St.",87,-7.0,-6.07,-4.66,-1.41,-8.40,-8.95,-9.55,-2.11,-12.69,-0.8,".",".",".","."
"12/10/2003","Bradley",59,"Butler",55,3.5,1.42,2.34,5.89,-0.86,2.19,-0.35,-0.39,4.24,-1.7,".",".",".","."
"12/10/2003","Colorado St.",78,"Colorado",84,-5.0,-1.79,-1.14,-0.03,-2.25,-2.90,-4.18,-1.80,-3.59,1.6,".",".",".","."
"12/10/2003","Pacific",51,"Fresno St.",66,5.5,5.49,5.71,8.50,2.83,6.38,2.79,4.68,11.36,1.7,".",".",".","."
"12/10/2003","Notre Dame",63,"Indiana",66,7.5,1.16,-1.11,-4.28,1.22,-0.82,7.93,4.54,-7.17,9.0,".",".",".","."
"12/10/2003","St. Bonaventure",65,"Iona",62,4.0,5.60,7.04,6.14,7.92,4.39,5.40,5.14,-0.66,9.4,".",".",".","."
"12/10/2003","Delaware",76,"Loyola-Maryland",71,20.0,24.11,22.35,23.31,21.69,28.31,24.55,24.76,27.70,20.2,".",".",".","."
"12/10/2003","Florida",68,"Maryland",69,11.0,7.74,7.68,9.03,5.83,7.62,10.81,8.56,6.09,6.3,".",".",".","."
"12/10/2003","Auburn",73,"Montana",51,19.0,18.92,15.14,14.35,16.52,20.14,27.49,18.64,17.54,21.5,".",".",".","."
"12/10/2003","Creighton",61,"Nebraska",54,8.0,9.17,5.31,1.78,9.74,8.95,10.73,12.34,12.35,12.2,".",".",".","."
"12/10/2003","Penn St.",47,"Rutgers",60,-3.5,-0.98,-0.48,0.84,-1.79,-2.36,-6.58,-1.20,2.25,1.5,".",".",".","."
"12/10/2003","Louisville",80,"Seton Hall",71,10.0,8.29,8.56,5.96,12.57,7.36,10.49,10.79,0.29,10.3,".",".",".","."
"12/10/2003","Texas Tech",67,"TCU",60,17.5,17.71,14.73,14.61,15.08,19.60,21.13,17.26,20.40,18.9,".",".",".","."
"12/10/2003","Vanderbilt",85,"Tennessee St.",64,30.0,32.16,23.01,20.84,25.86,35.70,41.63,40.82,32.84,36.6,".",".",".","."
"12/10/2003","Siena",71,"Toledo",95,2.0,-0.98,-4.38,-8.60,-1.22,-0.26,3.74,-1.07,-3.83,7.8,".",".",".","."
"12/10/2003","George Washington",76,"Towson",57,22.5,22.68,18.24,17.68,18.89,24.58,29.68,25.41,23.14,23.8,".",".",".","."
"12/10/2003","Kansas St.",54,"Wichita St.",50,4.0,2.41,2.20,0.07,4.28,-0.43,5.80,2.60,-3.53,8.3,".",".",".","."
"12/10/2003","Wisconsin",73,"Wisconsin-Green Bay",57,23.0,25.75,19.73,18.49,21.90,29.16,33.75,26.60,25.03,31.3,".",".",".","."
"12/11/2003","NC Charlotte",76,"Davidson",65,15.0,13.25,13.23,10.05,17.08,12.84,15.70,11.96,11.91,".",".",".",".","."
"12/11/2003","Oklahoma",47,"Purdue",45,6.5,3.28,5.71,2.15,7.29,0.34,5.69,3.14,-6.69,8.6,".",".",".","."
"12/11/2003","CS Sacramento",74,"St. Mary's",88,-5.0,0.85,4.38,5.73,3.06,-0.34,-4.32,-5.33,4.06,-0.4,".",".",".","."
"12/11/2003","Miami-Ohio",76,"Wright St.",61,9.5,6.45,4.81,4.25,5.36,4.00,10.70,8.36,6.99,7.1,".",".",".","."
"12/11/2003","St. Peter's",80,"Yale",78,2.0,6.14,6.78,6.78,6.79,8.98,0.04,3.60,12.07,4.1,".",".",".","."
"12/14/2003","North Carolina",64,"Akron",53,20.0,17.53,14.08,11.20,17.66,19.87,24.29,17.90,16.42,".",".",".",".","."
"12/14/2003","North Carolina",64,"Akron",53,20.0,17.53,14.08,11.20,17.66,19.87,24.29,17.90,16.42,".",".",".",".","."
"12/14/2003","Miami-Florida",58,"Florida St.",67,-2.5,-3.39,-1.61,-0.58,-3.82,-2.33,-3.81,-7.89,-2.28,".",".",".",".","."
"12/14/2003","Tulsa",78,"New Mexico St.",66,8.5,7.07,9.28,6.70,12.55,6.90,7.42,1.40,4.52,".",".",".",".","."
"12/14/2003","Texas",89,"New Orleans",55,22.5,13.95,6.28,-2.15,20.14,15.25,30.16,9.81,5.22,".",".",".",".","."
"12/14/2003","DePaul",69,"Notre Dame",82,3.5,9.54,11.08,13.10,9.33,11.66,2.99,12.14,12.99,".",".",".",".","."
"12/14/2003","Maryland",96,"Pepperdine",72,13.0,13.98,12.76,13.81,11.79,12.20,18.09,13.83,11.93,".",".",".",".","."
"12/14/2003","Duke",84,"Portland",43,24.5,17.70,13.60,11.54,15.65,17.68,31.60,17.54,14.90,".",".",".",".","."
"12/14/2003","Kent St.",49,"Rhode Island",60,3.0,2.43,4.85,8.59,2.86,0.31,2.78,2.51,-0.78,".",".",".",".","."
"12/14/2003","Drexel",70,"St. Joseph's PA",92,-14.0,-14.18,-13.81,-17.02,-11.42,-17.17,-9.25,-20.13,-16.23,".",".",".",".","."
"12/14/2003","North Carolina",64,"Akron",53,20.0,17.53,14.08,11.20,17.66,19.87,24.29,17.90,16.42,18.8,".",".",".","."
"12/14/2003","North Carolina",64,"Akron",53,20.0,17.53,14.08,11.20,17.66,19.87,24.29,17.90,16.42,18.8,".",".",".","."
"12/14/2003","Miami-Florida",58,"Florida St.",67,-2.5,-3.39,-1.61,-0.58,-3.82,-2.33,-3.81,-7.89,-2.28,-4.8,".",".",".","."
"12/14/2003","Tulsa",78,"New Mexico St.",66,8.5,7.07,9.28,6.70,12.55,6.90,7.42,1.40,4.52,7.8,".",".",".","."
"12/14/2003","Texas",89,"New Orleans",55,22.5,13.95,6.28,-2.15,20.14,15.25,30.16,9.81,5.22,26.9,".",".",".","."
"12/14/2003","DePaul",69,"Notre Dame",82,3.5,9.54,11.08,13.10,9.33,11.66,2.99,12.14,12.99,3.0,".",".",".","."
"12/14/2003","Maryland",96,"Pepperdine",72,13.0,13.98,12.76,13.81,11.79,12.20,18.09,13.83,11.93,17.4,".",".",".","."
"12/14/2003","Duke",84,"Portland",43,24.5,17.70,13.60,11.54,15.65,17.68,31.60,17.54,14.90,19.1,".",".",".","."
"12/14/2003","Kent St.",49,"Rhode Island",60,3.0,2.43,4.85,8.59,2.86,0.31,2.78,2.51,-0.78,-1.7,".",".",".","."
"12/14/2003","Drexel",70,"St. Joseph's PA",92,-14.0,-14.18,-13.81,-17.02,-11.42,-17.17,-9.25,-20.13,-16.23,-8.4,".",".",".","."
"12/15/2003","Marquette",68,"Canisius",65,16.0,11.70,5.62,5.53,5.73,13.01,27.09,7.90,6.76,22.0,".",".",".","."
"12/15/2003","Clemson",100,"East Tennessee St.",86,3.0,-0.11,-0.32,-2.78,1.94,-1.07,7.30,-0.73,-3.71,-1.5,".",".",".","."
"12/15/2003","Stanford",77,"Florida International",50,24.0,33.07,29.90,38.80,25.69,37.18,31.54,36.17,36.45,28.8,".",".",".","."
"12/15/2003","Cal Riverside",72,"Northern Arizona",69,5.0,3.24,4.66,3.47,5.96,2.93,3.44,2.91,3.38,-0.8,".",".",".","."
"12/15/2003","South Alabama",62,"Old Dominion",49,-1.0,-5.88,-6.60,-5.53,-7.74,-7.71,-1.10,-6.90,-12.08,0.6,".",".",".","."
"12/15/2003","Hawaii",70,"Oregon St.",67,8.5,8.48,5.36,3.66,7.07,10.41,14.46,10.50,9.46,6.9,".",".",".","."
"12/15/2003","Eastern Washington",75,"Santa Clara",65,2.5,-5.02,-6.35,-6.85,-5.87,-7.48,3.36,-8.26,-7.73,-1.0,".",".",".","."
"12/15/2003","Temple",71,"South Carolina",61,1.5,-4.63,-3.94,-6.14,-2.25,-4.96,3.69,-14.17,-7.17,-2.1,".",".",".","."
"12/15/2003","Wright St.",73,"Southern Illinois",79,-6.5,-11.25,-9.59,-11.76,-8.47,-11.41,-10.67,-16.01,-9.55,-12.5,".",".",".","."
"12/15/2003","SMU",66,"Wake Forest",78,-9.5,-14.48,-12.98,-8.10,-19.42,-17.02,-9.50,-22.12,-18.52,-8.2,".",".",".","."
"12/15/2003","Wofford",79,"Western Carolina",93,5.0,5.54,6.67,7.44,6.45,3.81,7.97,7.53,1.15,3.3,".",".",".","."
"12/15/2003","UAB",62,"Western Michigan",69,6.0,7.38,5.43,5.57,5.29,8.88,9.97,9.36,7.71,6.8,".",".",".","."
"12/16/2003","Alabama",76,"Chattanooga",72,10.0,13.10,8.83,4.94,12.75,15.73,17.52,15.62,11.39,18.0,".",".",".","."
"12/16/2003","Virginia",90,"James Madison",80,17.0,18.00,15.99,15.92,16.18,19.57,18.16,21.32,18.06,18.8,".",".",".","."
"12/16/2003","Denver",".","Loyola Marymount",".",6.5,3.92,1.49,-0.31,3.15,5.91,8.12,3.95,3.47,5.6,".",".",".","."
"12/16/2003","Mississippi St.",77,"New Orleans",59,15.0,14.50,9.53,8.63,10.48,15.48,23.99,13.16,11.34,23.4,".",".",".","."
"12/16/2003","Weber St.",58,"Portland",51,8.0,2.97,0.99,-2.78,4.18,2.18,13.29,-1.19,0.47,6.6,".",".",".","."
"12/16/2003","Boise St.",75,"Portland St.",74,13.0,15.04,14.89,17.68,12.34,14.39,20.47,15.88,13.27,11.4,".",".",".","."
"12/16/2003","Michigan St.",73,"South Florida",60,17.0,13.13,9.51,6.68,12.48,13.00,22.33,12.92,10.68,17.4,".",".",".","."
"12/16/2003","LSU",65,"Utah",51,7.0,5.70,5.43,7.28,3.70,6.64,6.12,5.60,9.10,1.7,".",".",".","."
"12/16/2003","Illinois St.",66,"Western Kentucky",65,4.0,1.56,4.54,4.46,4.61,0.98,-2.95,0.77,1.66,-1.6,".",".",".","."
"12/17/2003","Northwestern",63,"Arizona St.",61,-2.0,-2.50,-0.71,-2.95,1.36,-3.93,-3.94,-4.11,-4.29,-1.4,".",".",".","."
"12/17/2003","Tennessee",99,"Citadel",49,26.0,23.08,18.46,15.19,22.04,24.39,27.35,29.17,23.24,24.8,".",".",".","."
"12/17/2003","Cincinnati",79,"Clemson",56,16.5,17.80,13.74,12.64,16.03,22.24,14.49,25.56,24.40,13.3,".",".",".","."
"12/17/2003","Kent St.",116,"Cleveland St.",66,10.0,8.89,7.73,10.76,5.41,8.96,15.14,4.94,4.46,13.7,".",".",".","."
"12/17/2003","Akron",64,"Duquesne",61,10.5,14.06,16.58,21.95,12.78,14.58,7.32,14.87,17.63,6.8,".",".",".","."
"12/17/2003","Tennessee Tech",70,"East Tennessee St.",77,2.0,5.44,5.99,7.25,4.92,7.45,6.00,5.81,4.84,1.3,".",".",".","."
"12/17/2003","Ohio St.",70,"Furman",68,14.0,9.20,9.14,12.69,5.99,5.28,16.91,4.72,5.86,13.0,".",".",".","."
"12/17/2003","Southern Miss",95,"Georgia Southern",91,6.5,3.69,2.82,6.71,-1.01,3.06,9.78,-0.91,1.06,8.0,".",".",".","."
"12/17/2003","Arkansas",68,"Louisiana Tech",56,7.5,7.18,6.94,11.34,2.92,2.97,14.34,6.21,3.38,9.3,".",".",".","."
"12/17/2003","Bradley",79,"Loyola-Chicago",63,7.5,6.18,7.35,10.86,4.46,5.57,5.82,2.92,5.67,6.8,".",".",".","."
"12/17/2003","Syracuse",69,"Manhattan",63,9.5,9.96,6.44,7.61,5.30,6.45,21.54,6.13,5.62,20.6,".",".",".","."
"12/17/2003","Evansville",66,"Mississippi",69,-1.0,-2.25,-2.34,-4.63,-1.26,-1.07,-1.85,-4.12,-0.50,-2.2,".",".",".","."
"12/17/2003","UTEP",".","New Mexico St.",".",5.0,9.78,12.36,12.34,12.74,12.12,0.09,11.84,13.34,3.4,".",".",".","."
"12/17/2003","Duke",69,"Princeton",51,22.5,17.43,12.45,10.76,15.18,15.91,29.99,16.42,13.29,25.4,".",".",".","."
"12/17/2003","Oregon",94,"Santa Clara",71,15.0,12.13,9.01,7.96,10.27,13.70,18.97,10.47,11.29,15.4,".",".",".","."
"12/17/2003","Murray St.",68,"Southern Illinois",64,4.0,3.56,3.54,-0.02,5.91,5.22,0.07,5.99,5.34,2.4,".",".",".","."
"12/17/2003","Niagara",107,"St. Bonaventure",98,7.0,10.81,11.11,9.81,12.47,13.55,7.47,12.99,14.37,4.7,".",".",".","."
"12/17/2003","Arizona",84,"St. Mary's",78,21.0,17.11,12.74,11.86,14.86,18.78,25.82,15.64,13.55,23.6,".",".",".","."
