date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,neutral,linemoore,lineopen,linedok,linedunk,linefox,linerpi,lineash
01/04/2010,William & Mary,61,NC Wilmington,62,9,12.61,15.54,23.63,10.55,0,10.61,10.5,8.54,12.43,11,,
01/04/2010,New Mexico St.,67,Nevada,77,-3.5,-3.6,-3.2,-1,-5.41,0,-1.6,-5.5,-6.32,-0.85,-6,,
01/04/2010,Charleston,82,North Carolina,79,-14.5,-13.41,-9.74,-9.7,-9.94,0,-16.77,-14.5,-11.98,-20.51,-15,,
01/04/2010,VA Commonwealth,57,Northeastern,62,6.5,12.14,13.14,15.89,10.92,0,12.88,6.5,9.52,13.77,12,,
01/04/2010,Towson,71,Old Dominion,87,-12.5,-14.15,-14.61,-14.03,-16.01,0,-13.28,-11,-15.65,-12.59,-13,,
01/04/2010,Cincinnati,71,Pittsburgh,74,4.5,1.84,2.44,1.21,3.33,0,1.49,5.5,3.97,2.89,-3,,
01/04/2010,Manhattan,64,Rider,65,1.5,2.35,2.7,1.63,3.79,0,0.11,1.5,3.75,-0.32,2,,
01/04/2010,Davidson,66,Samford,56,9,9.24,7.63,6.54,8.73,0,11.89,4.5,7.88,7.17,16,,
01/04/2010,Loyola-Maryland,56,Siena,76,-5.5,-5.21,-4.59,-3.91,-5.27,0,-6.59,-4.5,-5.05,-4.13,-4,,
01/04/2010,Morehead St.,72,Tennessee St.,66,12.5,11.54,10.77,11.73,9.87,0,16.61,15,10.54,14,11,,
01/04/2010,Eastern Illinois,97,Tennessee Tech,93,4.5,5,5.2,5.39,5.02,0,3.44,3.5,3.3,8.36,3,,
01/04/2010,Murray St.,83,Tennessee-Martin,59,21,23.13,25.81,28.49,24.93,0,16.08,22,25.64,22.29,19,,
01/04/2010,Cal Riverside,53,UC Santa Barbara,57,5,3.91,6.26,6.51,6.01,0,1,4,3.4,1.95,3,,
01/04/2010,Louisiana Tech,82,Utah St.,60,2,3.37,6.63,11.74,1.05,0,-0.46,3,1.27,4.49,2,,
01/05/2010,Dayton,59,Ball St.,35,18.5,19.57,20,21.96,19.21,0,23.09,17.5,18.03,18.7,18,,
01/05/2010,Mississippi,84,Central Florida,56,16,17.87,19.21,20.94,17.96,0,16.65,16,16.89,17.64,16,,
01/05/2010,Georgia,73,Georgia Tech,66,-5,-6.06,-6.61,-5.52,-7.72,0,-6.5,-6,-6.16,-5.05,-7,,
01/05/2010,Illinois,59,Iowa,42,15,14.37,13.2,11.74,15.27,0,17.07,17,14.32,14.22,15,,
01/05/2010,Colorado,67,Miami-Ohio,65,8,5.5,5.7,5.07,6.46,0,7.2,8,6.13,6.63,1,,
01/05/2010,Purdue,79,Minnesota,60,8.5,8.1,12.08,20.14,4.46,0,7.28,8.5,5.29,6.05,6,,
01/05/2010,San Diego St.,74,New Mexico,64,3.5,-0.6,-1.19,-3.2,0.39,0,-1.31,2,-0.97,3.92,-1,,
01/05/2010,South Florida,73,Notre Dame,74,-1,2.35,4.06,3.66,4.52,0,0.5,-1,0.75,2.54,0.01,,
01/05/2010,Akron,63,Rhode Island,68,1,-2.05,-5.01,-8.77,-2.52,0,1.89,-1.5,-2.07,2.09,1,,
01/05/2010,Marshall,76,Southern Miss,63,9,9.75,9.73,11.16,8.49,0,12.91,7.5,10.56,13.15,15,,
01/05/2010,Arkansas,85,Texas,96,-14,-17.56,-19.25,-20.43,-18.1,0,-14.57,-14.5,-19.07,-15.28,-14,,
01/06/2010,TCU,59,Air Force,50,9.5,7.59,5.77,4.43,7.11,0,11.23,10.5,6.04,8.29,7,,
01/06/2010,Georgia Southern,50,Chattanooga,75,2.5,5.93,6.65,4.31,9.11,0,12.41,5,-9.62,10.78,4,,
01/06/2010,Georgia Southern,63,Chattanooga,75,2.5,5.16,6.65,4.31,9.11,0,12.41,5,1.02,10.78,-3,,
01/06/2010,Appalachian St.,58,Citadel,62,5,5.54,7.6,9.83,5.43,0,3.42,8,4.57,7.53,2,,
01/06/2010,Wyoming,73,Colorado St.,83,3.5,0.74,-2.1,-3.73,-0.54,0,4.59,4.5,0.35,3.52,5,,
01/06/2010,Kansas,71,Cornell,66,21,19.69,15.86,9.88,20.09,0,23.47,20,23.2,26.68,22,,
01/06/2010,Villanova,99,DePaul,72,18,20.74,20.36,23.59,18.8,0,26.67,20,18.79,14.8,24,,
01/06/2010,Creighton,73,Drake,69,13.5,13.05,12.63,10.46,14.89,0,13.47,16,13.74,13.78,15,,
01/06/2010,Iowa St.,65,Duke,86,-13,-14.21,-12.89,-12.68,-14.46,1,-17.43,-10,-12.11,-10.77,-18,,
01/06/2010,UAB,76,East Carolina,68,18,18.18,17.68,17.44,17.93,0,18.21,17,19.01,18.2,20,,
01/06/2010,Massachusetts,78,Fordham,76,15,16.18,16.06,15.73,16.43,0,19.16,15,14.18,14.24,20,,
01/06/2010,St. Bonaventure,71,George Washington,78,2.5,2.55,1.44,-1,3.94,0,5.82,2.5,3.71,0.38,3,,
01/06/2010,Marquette,62,Georgetown,59,1,1.28,-1.76,-5.72,3.8,0,2.79,2,2.5,1.08,5,,
01/06/2010,NC Wilmington,57,Georgia Southern,50,4.5,7.64,10.05,9.86,10.3,0,5.61,6,9.62,4.11,6,,
01/06/2010,NC Wilmington,57,Georgia Southern,63,4.5,9.93,10.05,9.86,10.3,0,5.61,6,9.62,4.11,13,,
01/06/2010,Rice,66,Houston,83,-6,-4.4,-1.95,1.23,-5.56,0,-7.5,-7,-7.31,-3.66,-8,,
01/06/2010,Evansville,63,Illinois St.,82,-5.5,-5.28,-5.53,-6.85,-4.27,0,-7.31,-3,-3.88,-7.16,-5,,
01/06/2010,Ohio St.,79,Indiana,54,13.5,15.29,14.29,14.11,15.86,0,16.55,12,16.41,11.1,15,,
01/06/2010,Bradley,91,Indiana St.,85,3.5,2.99,2.58,0.47,4.35,0,4.34,4,2.56,1.69,4,,
01/06/2010,Old Dominion,74,James Madison,72,17,19.96,21,18.74,23.93,0,19.98,1,21.87,18.23,16,,
01/06/2010,Providence,70,Louisville,92,-3.5,-2.88,2.19,4.26,-0.53,0,-9.12,-3,-1.99,-7.27,-6,,
01/06/2010,Syracuse,74,Memphis,57,7.5,11.38,14.87,17.81,10.08,0,10.24,10.5,8.64,12.4,7,,
01/06/2010,Tennessee,88,NC Charlotte,71,13.5,13.17,11.62,8.26,15.22,0,17.84,12,14.9,16.47,13,,
01/06/2010,Southern Illinois,49,Northern Iowa,61,1,-2.75,-1.36,-1.81,-1.19,0,-5.26,0,-1.61,-2.4,-4,,
01/06/2010,Marist,58,Princeton,77,-4.5,-9.08,-10.34,-13.06,-7.86,0,-8.68,-4.5,-6.67,-9.27,-4,,
01/06/2010,Duquesne,68,Richmond,80,-2.5,-1.79,-2.08,-1.17,-2.9,0,2.34,-2,-2.8,-4.01,1,,
01/06/2010,West Virginia,86,Rutgers,52,19.5,21.1,22.01,23.27,21.65,0,20.88,18,20.21,22.71,18,,
01/06/2010,UTEP,49,SMU,45,16,18.1,18.13,17.77,19.51,0,18.14,19,18.94,18.34,18,,
01/06/2010,Connecticut,71,Seton Hall,63,7,7.01,7.55,8.6,6.46,0,7.39,9.5,6.66,6.94,8,,
01/06/2010,Temple,73,St. Joseph's PA,46,14.5,17.48,18.95,20.4,18.13,0,15.33,14.5,16.97,17.01,16,,
01/06/2010,Hofstra,77,Towson,61,11,12.84,13.46,14.92,12.27,0,10.67,11.5,12.62,11.37,13,,
01/06/2010,Tulsa,73,Tulane,59,14.5,16.9,15.38,14.67,16.87,0,17.16,15,14.53,22.07,13,,
01/06/2010,California,75,UCLA,76,14.5,18.62,18.78,17.66,21.5,0,16.64,15,18.43,17.62,17,,
01/06/2010,BYU,77,UNLV,73,8,10.69,8.66,5.54,12.09,0,15.63,10.5,11.75,9.84,13,,
01/06/2010,Stanford,54,USC,53,1,-0.72,-3.88,-6.29,-1.52,0,0.12,1,0.46,0.66,-1,,
01/06/2010,Drexel,75,VA Commonwealth,72,1,-3.94,-4.72,-4.76,-4.74,0,-4.4,-1,-3.7,-2.97,-3,,
01/06/2010,SW Missouri St.,62,Wichita St.,65,3,3.94,4.4,4.38,4.41,0,2.85,1,2.57,5.38,2,,
01/06/2010,Delaware,73,William & Mary,74,-4.5,-9.65,-12.78,-14.99,-11.96,0,-4.61,-9,-9.26,-5.21,-6,,
