date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,neutral,linemoore,lineopen,linedok,linedunk,linefox,linerpi,lineash
02/16/2010,Drake,79,Southern Illinois,72,0,0.77,0.01,0.73,-0.71,0,1.71,3.5,0.11,5.53,2,,
02/16/2010,Baylor,88,Texas Tech,70,11.5,11.39,9.83,8.49,10.94,0,11.79,11.5,12.29,14.25,13,,
02/16/2010,Old Dominion,78,Towson,67,22.5,23.46,23.78,21.93,25.84,0,25.63,20.5,23.3,19.02,26,,
02/16/2010,Virginia Tech,87,Wake Forest,83,5.5,2.81,2.84,2.38,3.13,0,5.01,4,3.28,0.35,5,,
02/16/2010,George Mason,60,William & Mary,63,2.5,0.44,-1.11,-1.98,-0.65,0,2.66,3.5,0.33,4.73,3,,
02/17/2010,Miami-Ohio,56,Akron,61,1,1,0.83,0.4,1.24,0,-0.9,1.5,0.54,3.75,1,,
02/17/2010,Charleston,73,Appalachian St.,72,3.5,3.84,3.63,4.45,2.84,0,3.43,4.5,3.65,5.51,3,,
02/17/2010,Colorado St.,70,BYU,92,-9,-11.85,-10,-8.52,-11.52,0,-13.02,-11,-11.37,-14.04,-13,,
02/17/2010,Buffalo,64,Bowling Green,51,8.5,6.98,6.36,5.38,7.42,0,9.16,7,6.66,2.26,6,,
02/17/2010,CS Northridge,73,Cal Poly SLO,68,8.5,7.74,6.05,4.4,7.81,0,10.62,9,7.62,12.7,7,,
02/17/2010,Ball St.,69,Central Michigan,63,0,1.79,3.71,6.34,0.97,0,1.61,0,1.16,3.97,1,,
02/17/2010,Wright St.,70,Detroit,53,12,10.06,9.85,9.3,10.6,0,11.48,11,10.13,7.39,12,,
02/17/2010,Miami-Florida,74,Duke,81,-7,-8.32,-6.5,-5.33,-8.94,0,-12.65,-8,-9.38,-4.94,-10,,
02/17/2010,NC Charlotte,77,Duquesne,83,5.5,6.55,10.44,14.3,8.11,0,4.69,7.5,7.25,-2.02,7,,
02/17/2010,Morehead St.,77,Eastern Kentucky,64,8,6.99,7.22,6.58,7.86,0,10.91,5.5,8.38,3.73,11,,
02/17/2010,Toledo,42,Eastern Michigan,58,-8,-6.52,-7.54,-8.34,-6.78,0,-6.38,-7.5,-5.48,-5.69,-6,,
02/17/2010,Wichita St.,76,Evansville,70,18,18.17,19.22,20.72,17.82,0,17.55,18,17.57,19.03,17,,
02/17/2010,Virginia,50,Florida St.,69,-1,0.57,-0.57,-0.83,-0.3,0,0.84,3.5,-0.55,6.36,1,,
02/17/2010,Richmond,84,Fordham,56,25.5,26.65,27.87,29.95,26.18,0,29.43,24,24.69,22.78,28,,
02/17/2010,Nevada,74,Fresno St.,70,8,9.7,9.57,10.25,8.88,0,10,11.5,9.43,11.33,10,,
02/17/2010,Georgia Southern,79,Furman,77,0,5.57,6.32,5.14,7.51,0,9,1.5,0.06,2.8,7,,
02/17/2010,Georgia Southern,79,Furman,77,0,3.5,6.32,5.14,7.51,0,9,1.5,0.06,2.8,1,,
02/17/2010,Tennessee,69,Georgia,60,12.5,13.39,12.32,11.86,12.81,0,13.55,12.5,12.39,14.59,12,,
02/17/2010,Butler,73,Illinois-Chicago,55,23,23.86,25.27,26.16,24.55,0,25.53,23,23.05,21.21,24,,
02/17/2010,Tennessee St.,76,Jacksonville St.,57,-1,0.94,1.98,2.85,1.19,0,2.4,1,1.22,-3.1,0.01,,
02/17/2010,Utah St.,67,Louisiana Tech,61,11,10.34,8.01,4.66,11.41,0,13.81,8,10.74,14.27,12,,
02/17/2010,Valparaiso,84,Loyola-Chicago,73,6.5,6.22,4.69,3.85,5.54,0,7.79,8,4.9,11.43,8,,
02/17/2010,North Carolina St.,58,Maryland,67,-4.5,-4.88,-3.38,-2.08,-5.61,0,-7.88,-4,-5.69,-3.41,-6,,
02/17/2010,George Washington,66,Massachusetts,60,6.5,8.13,7.82,6.81,8.84,0,6.6,8,7.54,10.14,6,,
02/17/2010,Tulane,64,Memphis,77,-11.5,-11.09,-12.05,-12.92,-11.82,0,-11.34,-11,-11.5,-9.05,-10,,
02/17/2010,Elon,70,NC Greensboro,65,3.5,3.21,3.02,3.79,2.25,0,5.09,3,3.88,0.44,7,,
02/17/2010,Kansas St.,91,Nebraska,87,14.5,15.19,16.28,16.67,15.87,0,17.82,14,15.58,11.88,16,,
02/17/2010,Western Michigan,90,Northern Illinois,81,9,11.54,12.04,11.91,12.16,0,9.2,10,10.83,14.19,10,,
02/17/2010,Louisville,91,Notre Dame,89,11.5,8.2,7.6,6.38,9.08,0,10.55,12,8.71,4.16,10,,
02/17/2010,Kent St.,74,Ohio,67,8.5,8.83,9.13,10.53,7.71,0,9.19,8,6.99,15.38,8,,
02/17/2010,Colorado,77,Oklahoma,67,4,2.57,2.19,0.5,4.04,0,2.51,4.5,2.49,1.98,3,,
02/17/2010,Iowa St.,64,Oklahoma St.,69,-2,0.31,0.13,-0.8,1.08,0,-0.76,-1,0.72,0.93,0.01,,
02/17/2010,Long Beach St.,52,Pacific,74,0,2,1.24,0.74,1.73,0,2.39,4,1.39,4.24,1,,
02/17/2010,Northwestern,70,Penn St.,81,7,9.39,13.22,17.87,8.6,0,8.3,8,8.02,9.43,6,,
02/17/2010,Ohio St.,57,Purdue,60,3,2.33,1.14,-0.44,3.25,0,2.7,3,2.11,4.18,5,,
02/17/2010,Saint Louis,62,Rhode Island,57,-2.5,-2.15,-1.99,-3.37,-1.27,0,-0.76,-1.5,-1.35,-4.28,-1,,
02/17/2010,SMU,67,Rice,57,11,11.4,10.02,8.97,11.25,0,12.81,10.5,11.25,13.99,14,,
02/17/2010,Illinois St.,76,SW Missouri St.,72,5,3.26,2.93,3.52,2.33,0,5.38,4,3.14,2.96,5,,
02/17/2010,St. John's,50,Seton Hall,59,0,0.7,2.54,3.37,1.87,0,1.29,-1,0.87,-4.51,1,,
02/17/2010,Arkansas,92,South Carolina,79,3.5,0.85,-0.54,-1.39,0.36,0,4.01,3.5,1.12,2.87,5,,
02/17/2010,Xavier,88,St. Joseph's PA,52,16.5,19.34,19.48,18.97,20,0,20.74,16.5,18.99,16.15,21,,
02/17/2010,Loyola-Maryland,61,St. Peter's,69,3,3.21,2.58,1.87,3.28,0,2.25,5,3.46,0.64,5,,
02/17/2010,St. Bonaventure,55,Temple,73,-6,-7.53,-9.75,-13.42,-6.92,0,-7.6,-5.5,-5.82,-4.47,-9,,
02/17/2010,Missouri,82,Texas,77,2.5,2.58,1.04,0.87,1.23,0,2.96,1,2,7.51,4,,
02/17/2010,Marshall,64,Tulsa,58,4.5,3.41,3.01,2.93,3.11,0,4.48,1.5,3.8,1.52,8,,
02/17/2010,Southern Miss,54,UAB,59,0,-1.93,-2.63,-4.3,-0.93,0,0.04,-1.5,-0.38,-2.47,0.01,,
02/17/2010,Cal Riverside,74,UC Irvine,57,4,4.95,4.28,3.46,5.08,0,4.32,5,4,9.8,4,,
02/17/2010,Cal St. Fullerton,65,UC Santa Barbara,73,2.5,1.5,1.38,0.72,1.99,0,0.8,3.5,2.22,3.76,0.01,,
02/17/2010,Utah,66,UNLV,61,-3.5,-4.77,-5.93,-7.71,-4.11,0,-0.79,-3,-3.84,-9.42,-3,,
02/17/2010,Providence,74,West Virginia,88,-7.5,-7.72,-7.7,-8.24,-7.11,0,-8.7,-6,-6.61,-8.35,-8,,
02/17/2010,Davidson,51,Wofford,73,1.5,0.19,-0.36,-0.6,-0.15,0,1.69,0,0.84,-0.98,1,,
02/17/2010,New Mexico,83,Wyoming,61,20.5,21.52,23.38,26,21.3,0,23.55,20,20.29,19.01,23,,
02/18/2010,Louisiana-Lafayette,56,Arkansas St.,54,7,4.15,2.19,-0.17,4.49,0,5.94,6,4.12,8.18,3,,
02/18/2010,Denver,62,Arkansas-Little Rock,57,12.5,11.23,11.1,12.06,10.15,0,10.76,9.5,10.26,13.88,12,,
02/18/2010,Florida,78,Auburn,70,9,10.15,12.17,13.65,10.62,0,10.46,11,10.28,5.53,8,,
02/18/2010,Montana St.,80,CS Sacramento,74,12.5,12.83,11.14,10.78,11.56,0,12.92,12,11.88,16.17,13,,
02/18/2010,Oregon St.,80,California,64,-6,-7.25,-7.51,-6.03,-9.77,0,-5.78,-7,-7.53,-0.61,-8,,
02/18/2010,Wisconsin-Milwaukee,69,Cleveland St.,59,3,3.95,4.6,3.97,5.22,0,5.67,4,4.08,-1.32,4,,
02/18/2010,Northern Colorado,58,Eastern Washington,54,14,17.14,16.82,16.87,16.85,0,15.92,16.5,16.29,16.57,16,,
02/18/2010,Florida International,74,Florida Atlantic,77,-4,-4.45,-4.02,-3.27,-4.77,0,-2.24,-1.5,-4.68,-7.21,-3,,
02/18/2010,Loyola Marymount,74,Gonzaga,66,-11.5,-11.38,-11.98,-13.8,-10.64,0,-14.24,-12,-11.63,-9.82,-13,,
02/18/2010,Dayton,68,La Salle,54,15.5,13.65,14.04,13.49,14.59,0,16.48,13,14.2,11.8,14,,
02/18/2010,Troy St.,66,Middle Tenn St.,62,2.5,2.89,3.73,5.25,2.22,0,1.56,5,2.98,4.2,1,,
02/18/2010,IUPUI,103,Mo Kansas City,65,15,16.55,15.75,15.36,16.2,0,16.91,15,14.82,19.03,17,,
02/18/2010,Louisiana-Monroe,73,New Orleans,82,11,8.41,9.17,10.67,7.54,0,10.12,10.5,7.64,,10,,
02/18/2010,Marquette,51,Pittsburgh,58,6.5,4.44,3.36,0.79,6.14,0,2.78,5.5,5.94,7.93,2,,
02/18/2010,Pepperdine,62,Portland,83,-10,-12.2,-11.55,-11.19,-11.9,0,-14.25,-9.5,-11.56,-17.5,-12,,
02/18/2010,Northern Arizona,86,Portland St.,85,3,2.17,3.83,5.66,1.92,0,0.78,3,2.19,0.67,2,,
02/18/2010,Western Kentucky,99,South Alabama,69,12.5,10.87,8.68,6.91,10.5,0,15.83,12,11.28,11.06,12,,
02/18/2010,Oakland,88,South Dakota St.,83,10,9.18,11.79,14.63,9.3,0,8.57,10,8.77,5.02,10,,
02/18/2010,Western Illinois,63,Southern Utah,49,8.5,8.64,8.43,7.84,9.14,0,10.19,8.5,8.91,11.73,,,
02/18/2010,San Diego,49,St. Mary's,61,-7.5,-10.44,-10.56,-10.88,-10.25,0,-8.71,-7,-9.03,-12.69,-10,,
02/18/2010,Oregon,65,Stanford,72,3.5,2.88,3.88,4.3,3.43,0,1.91,2.5,2.72,-0.7,1,,
02/18/2010,Georgetown,71,Syracuse,75,1.5,0.11,-0.6,-0.89,-0.39,0,0.15,2,-0.31,5.23,-1,,
02/18/2010,Austin Peay,77,Tennessee Tech,72,10,8.95,9.19,8.65,9.89,0,10.25,10,9.7,5.15,9,,
02/18/2010,Washington St.,51,UCLA,71,5,5.57,6.23,6.09,6.37,0,4.73,5.5,5.52,1.75,7,,
02/18/2010,Washington,64,USC,67,9,7.2,6.5,5.34,8.22,0,12.06,7.5,8.8,5.01,8,,
02/18/2010,Mississippi,78,Vanderbilt,82,3,1.92,1.66,0.7,2.7,0,1.07,4,1.57,,3,,
02/18/2010,Citadel,73,Western Carolina,56,0,0.78,0.27,-1.15,1.61,0,5.06,-2,0.63,-1.18,3,,
02/18/2010,Minnesota,68,Wisconsin,52,1,-2.42,-3.27,-4.81,-0.8,0,-3.16,2.5,-0.54,-7.16,-3,,
02/19/2010,Pennsylvania,73,Brown,80,5.5,2.06,2.49,4.44,1.02,0,5.06,4,2.17,1.23,3,,
02/19/2010,Dartmouth,48,Columbia,44,-1.5,-2.77,-3.38,-3.56,-3.21,0,-0.79,1,-2.49,-2.33,-1,,
02/19/2010,Harvard,70,Cornell,79,-3,-0.95,-0.47,-2.07,0.52,0,-2.42,-3,0.74,-7.4,0.01,,
02/19/2010,Northern Iowa,71,Old Dominion,62,3,4.04,4.2,7.28,1.62,0,4.6,3.5,1.93,5.85,4,,
02/19/2010,Iona,69,William & Mary,53,4,2.12,0.91,-1.11,2.37,0,3.36,3,3.11,5.58,3,,
02/19/2010,Princeton,82,Yale,58,12,12.67,14.27,17.18,11.64,0,12.3,12,11.78,14.32,12,,
02/20/2010,New Mexico,59,Air Force,56,21,23.09,24.3,25.92,23.17,0,27.37,23,22.14,20.53,24,,
02/20/2010,VA Commonwealth,70,Akron,53,9,10.15,8.2,6.32,10.11,0,11.05,7,8.71,14.37,12,,
02/20/2010,Georgia,76,Alabama,70,2,0.47,2.46,3.69,1.06,0,0.28,2.5,1.87,-2.12,0.01,,
02/20/2010,Auburn,92,Arkansas,83,4,1.81,2.05,1.3,2.86,0,0.94,1.5,2.17,-1.08,0.01,,
02/20/2010,North Texas,83,Arkansas-Little Rock,65,12,11.03,12.55,13.97,11.14,0,14.18,11,11.24,7.67,12,,
02/20/2010,Wyoming,63,BYU,85,-15,-17.62,-18.15,-18.11,-18.27,0,-19.5,-15,-16.38,-14.06,-20,,
02/20/2010,Oklahoma St.,82,Baylor,75,2.5,-0.01,-0.17,0.07,-0.39,0,0.41,1.5,-0.94,-1.25,0.01,,
02/20/2010,Delaware,65,Boston,78,-1.5,-2.56,-1.54,-0.64,-2.46,0,-1.88,-1.5,-1.22,-1.75,-7,,
02/20/2010,Princeton,54,Brown,57,14.5,16.1,17.33,20.72,14.47,0,16.62,14.5,15.34,19.04,16,,
02/20/2010,St. Peter's,75,Buffalo,77,1,2.98,2.71,2.32,3.06,0,3.42,6,2.99,10.04,2,,
02/20/2010,Montana,86,CS Sacramento,58,17.5,17.44,16.45,15.32,17.63,0,19.85,18,16.75,13.52,20,,
02/20/2010,Oregon,49,California,64,-6.5,-7.94,-5.8,-4.56,-7.77,0,-8.78,-7,-7.52,-11.95,-10,,
02/20/2010,Southern Miss,68,Central Florida,58,6,7.58,7.24,5.58,8.95,0,6.8,4,7.97,9.79,8,,
02/20/2010,George Mason,83,Charleston,85,5,4.31,4.37,4.41,4.35,0,5.18,6,4.44,2.78,5,,
02/20/2010,Samford,60,Chattanooga,54,7.5,5.36,4.84,2.93,6.8,0,10,6.5,5.6,-0.78,7,,
02/20/2010,Kansas,94,Colorado,74,20.5,21.61,22.95,25.44,20.6,0,22.51,21,20.91,18.78,21,,
02/20/2010,UNLV,70,Colorado St.,39,14.5,13.39,12.34,11.34,13.3,0,14.07,15,13.02,15.49,14,,
02/20/2010,Harvard,77,Columbia,57,14.5,17.81,19.45,20.74,18.25,0,18.22,14.5,17.62,16.87,15,,
02/20/2010,Rutgers,58,Connecticut,76,-6.5,-6.24,-3.42,0.17,-6.83,0,-6.16,-7,-6.11,,-8,,
02/20/2010,Dartmouth,70,Cornell,88,-20,-21.15,-23.3,-26.37,-20.94,0,-20.37,-20,-18.6,-23.77,-18,,
02/20/2010,New Orleans,45,Denver,53,-7.5,-5.54,-6.47,-7.07,-5.87,0,-5.74,-9,-4.92,-4.19,-5,,
02/20/2010,CS Northridge,80,Drake,90,1,-0.54,0.49,-0.31,1.3,0,-2.1,1,0.12,-4.29,-1,,
02/20/2010,Bradley,76,Drexel,60,3,4.23,3.44,3.35,3.53,0,4.55,4.5,2.94,5.26,5,,
02/20/2010,Rice,65,East Carolina,76,7,4.92,3.44,2.11,4.6,0,6.89,4,5.55,9.27,6,,
02/20/2010,Detroit,68,Eastern Michigan,66,6.5,7.67,6.5,5.47,7.53,0,8.45,8.5,7.21,10.52,7,,
02/20/2010,Northern Arizona,74,Eastern Washington,71,8,8.5,8.85,9.99,7.64,0,6.67,11,8.16,11.04,7,,
02/20/2010,Gardner Webb,79,Elon,84,-3,-2.34,-2.56,-1.8,-3.53,0,-2.15,0,-3.96,-1.44,-3,,
02/20/2010,Vermont,77,Fairfield,67,4,2.98,1.62,0.94,2.25,0,2.58,2.5,2.16,6.43,3,,
02/20/2010,Mississippi,61,Florida,64,5,4.73,4.13,2.76,5.65,0,4.03,5,5.3,5.34,5,,
02/20/2010,Troy St.,86,Florida Atlantic,80,5,4.66,4.95,6.1,3.81,0,6.95,3,4.85,1.38,5,,
02/20/2010,Rhode Island,101,Fordham,75,26,25.9,26.71,29.41,24.61,0,26.3,23,23.9,27.11,25,,
02/20/2010,Davidson,61,Furman,58,13,10.58,10.38,10.74,10.03,0,12.01,11,10.27,10.02,10,,
02/20/2010,Richmond,74,George Washington,70,9.5,10.51,11.87,13.9,10.22,0,13.06,11.5,10.02,6.86,11,,
02/20/2010,Maryland,76,Georgia Tech,74,7.5,6.88,4.9,3.8,6.73,0,9.84,7,7.14,10.65,7,,
02/20/2010,Pepperdine,54,Gonzaga,72,-16.5,-17.72,-17.11,-18.28,-16.2,0,-18.38,-15,-16.64,-22.01,-19,,
02/20/2010,UAB,75,Houston,66,7.5,7.33,10.78,13.82,7.52,0,5.23,6.5,6.94,4.78,5,,
02/20/2010,Weber St.,89,Idaho St.,64,14,14.43,16.38,17.88,14.96,0,15.62,12,13.77,10.81,15,,
02/20/2010,Purdue,75,Illinois,65,12.5,11.21,12.15,13.18,11.08,0,11.72,11,11.46,10.05,11,,
02/20/2010,Evansville,80,Illinois-Chicago,82,7,5.84,5.52,4.7,6.31,0,5.12,5.5,5.51,6.77,7,,
02/20/2010,Minnesota,81,Indiana,58,17,15.12,13.89,12.61,16.56,0,16.95,14,15.32,10.42,16,,
02/20/2010,Wisconsin-Green Bay,60,Indiana St.,59,5.5,3.75,3.71,3.7,3.69,0,4.92,4,2.51,3.44,4,,
02/20/2010,Canisius,70,James Madison,66,4.5,5.26,5.38,5.48,5.27,0,5.33,5.5,5.29,6.47,4,,
02/20/2010,Oklahoma,68,Kansas St.,83,-5.5,-7.07,-7.79,-7.84,-7.74,0,-6.77,-6.5,-6.47,-5.15,-7,,
02/20/2010,Vanderbilt,56,Kentucky,58,-1,-0.73,-0.14,-0.9,0.38,0,-0.86,-1,0.35,-4.05,-2,,
02/20/2010,Idaho,66,Long Beach St.,77,7,5.8,5.74,4.99,6.53,0,9.49,5,6,4.57,7,,
02/20/2010,Northeastern,67,Louisiana Tech,70,8.5,6.36,4.87,2.67,6.91,0,9.44,5,6.91,8.07,8,,
02/20/2010,Louisiana-Lafayette,73,Louisiana-Monroe,71,11,10.46,9.25,6.91,11.65,0,12.69,11,11,9.49,13,,
02/20/2010,DePaul,59,Louisville,68,-11.5,-10.01,-9.01,-8.53,-9.65,0,-11.67,-11,-9.7,,-9,,
02/20/2010,Creighton,78,Loyola-Chicago,58,10.5,8.73,8.02,7,9.06,0,10.67,12,8.76,9.14,9,,
02/20/2010,UC Irvine,66,Marist,65,13.5,12.28,13.5,14.93,12.23,0,11.32,12,11.62,10.89,10,,
02/20/2010,Tulane,55,Marshall,58,-7,-8.81,-10.02,-11.93,-8.45,0,-9.16,-8,-8.07,-6.04,-12,,
02/20/2010,LSU,59,Mississippi St.,60,-5.5,-8.24,-8.57,-7.63,-9.87,0,-7.66,-8.5,-8.88,-4.61,-8,,
02/20/2010,Nebraska,59,Missouri,74,-5,-6.5,-5.17,-4.51,-6.27,0,-7.73,-5,-5.49,-8.5,-7,,
02/20/2010,Western Illinois,64,Mo Kansas City,59,4.5,4.48,4.09,3.3,5.01,0,7.59,4.5,4.57,1.93,,,
02/20/2010,Illinois St.,71,Morehead St.,62,6.5,6.38,6.03,6.89,5.21,0,8.33,7.5,5.02,6.22,3,,
02/20/2010,Murray St.,75,Morgan St.,66,13,12.81,11.36,10.44,12.29,0,14.69,13,12.56,12.17,15,,
02/20/2010,Citadel,53,NC Greensboro,59,10,11.03,11.25,12.37,10.2,0,14.11,8,10.68,8.82,12,,
02/20/2010,Radford,76,NC Wilmington,68,8.5,5.69,4.66,6.01,3.32,0,7.44,6,4.41,8.67,10,,
02/20/2010,SW Missouri St.,62,Nevada,60,5.5,2.94,2.59,2.26,2.93,0,3.94,4,2.68,3.29,3,,
02/20/2010,Loyola-Maryland,60,New Hampshire,61,9.5,9.27,10.26,11.27,9.37,0,10.22,9,9.56,7.45,9,,
02/20/2010,Pacific,78,New Mexico St.,84,6,4.83,4.88,1.8,7.57,0,4.58,3,6.64,-3.3,7,,
02/20/2010,Wisconsin-Milwaukee,79,Niagara,85,4,5.58,4.87,5.52,4.21,0,5.74,5,3.84,11.25,6,,
02/20/2010,Boston College,71,North Carolina,67,3,1.24,1.19,0.61,1.86,0,2.86,2,1.44,-0.59,4,,
02/20/2010,Oakland,88,North Dakota St.,81,12,12.07,14.65,18.07,11.62,0,11.61,12,11.55,9.12,10,,
02/20/2010,Eastern Illinois,73,Northern Illinois,70,4.5,6.26,7.21,8.54,5.86,0,7.28,7,5.99,2.18,11,,
02/20/2010,Austin Peay,80,Oral Roberts,89,0,1.33,2.11,2.95,1.26,0,0.29,2,1.44,0.84,1,,
02/20/2010,Michigan,51,Penn St.,55,8.5,8.11,9.41,11.18,7.74,0,7.47,10.5,8.06,10.31,6,,
02/20/2010,Loyola Marymount,77,Portland,68,-4,-4.53,-4.68,-3.91,-5.47,0,-6.49,-6,-4.7,-7.12,-4,,
02/20/2010,Northern Colorado,64,Portland St.,61,7.5,9.88,11.7,13.34,10.14,0,9.87,9,8.98,3.33,9,,
02/20/2010,Jacksonville St.,55,Presbyterian,59,12,12.4,12.75,11.97,13.47,0,10.66,12,13.1,16.62,10,,
02/20/2010,Hofstra,92,Rider,89,7,8.83,6.9,4.76,9.06,0,9.86,7,8.4,10.74,10,,
02/20/2010,Miami-Ohio,69,SE Missouri St.,53,17,16.69,16.72,16.18,17.31,0,19.96,18,16.64,16.05,14,,
02/20/2010,Memphis,76,SMU,63,13.5,13.02,14.05,15.09,13.32,0,12.22,13,13.3,8.73,11,,
02/20/2010,Santa Clara,68,San Francisco,71,1,1.14,1.79,1.49,2.08,0,2.35,1.5,0.41,-1.88,1,,
02/20/2010,Montana St.,66,San Jose St.,77,3.5,1.5,2.01,1.76,2.24,0,-0.27,1,2.29,-1.06,1,,
02/20/2010,West Virginia,75,Seton Hall,63,11.5,12.3,11.38,10.16,12.51,0,12.26,11.5,11.46,15.73,13,,
02/20/2010,Middle Tenn St.,81,South Alabama,54,9.5,8.88,6.97,4.95,9.05,0,13.11,10,9.71,6.86,13,,
02/20/2010,Georgia Southern,76,South Carolina St.,52,9.5,7.73,5.95,4.4,7.52,0,13.34,5.5,8.36,3.76,9,,
02/20/2010,IUPUI,77,Southern Utah,61,21.5,21.59,21.33,20.57,22.23,0,24.77,21.5,20.58,21.48,25,,
02/20/2010,South Florida,58,St. John's,74,4.5,5.44,5.46,4.72,6.09,0,6.85,5,6.02,2.93,7,,
02/20/2010,Oregon St.,55,Stanford,65,5,3.72,2.82,3.11,2.51,0,8.15,4,4.2,3.6,5,,
02/20/2010,St. Joseph's PA,67,Temple,75,-10,-10.18,-11.93,-13.75,-10.79,0,-9.77,-9,-9.16,-4.82,-11,,
02/20/2010,South Carolina,55,Tennessee,63,-1.5,-2.85,-2.49,-2.33,-2.66,0,-2.77,-2.5,-1.88,-2.8,-3,,
02/20/2010,Central Michigan,79,Tennessee St.,73,12,10.26,9.83,10.19,9.49,0,10.16,9,9.06,14.9,9,,
02/20/2010,Appalachian St.,81,Tennessee Tech,68,12.5,11.99,11.42,10.25,12.72,0,15.32,12,10.46,12.21,12,,
02/20/2010,Ball St.,68,Tennessee-Martin,52,12.5,15.27,18.55,23.38,14.26,0,15.91,17,15.34,17.53,13,,
02/20/2010,Texas Tech,67,Texas,71,-7,-5.67,-3.55,-0.32,-7.34,0,-6.04,-6,-5.89,-3.63,-6,,
02/20/2010,Iowa St.,56,Texas A&M,60,-2.5,-1.85,-3.04,-4.63,-1.47,0,-2.83,-3,-0.27,-1.28,-2,,
02/20/2010,Cleveland St.,87,Toledo,63,18.5,18.83,18.71,19.68,17.8,0,20.27,16,17.49,21.05,20,,
02/20/2010,Manhattan,78,Towson,62,8,8.94,7.39,5.78,9,0,8.16,5,9.11,13.5,9,,
02/20/2010,Boise St.,74,UC Davis,82,12.5,10.66,9.13,7.55,10.77,0,13.44,9,10.49,10.84,10,,
02/20/2010,Fresno St.,60,UC Santa Barbara,64,7.5,5.09,3.54,0.98,6.05,0,4.4,6,5.43,8.26,2,,
02/20/2010,Washington,97,UCLA,68,12,11.84,10.16,8.29,12.73,0,13.21,10.5,11.42,15.26,11,,
02/20/2010,Washington St.,51,USC,47,1,-0.4,-0.77,-0.47,-1.09,0,-1.22,0,-0.16,2.63,-2,,
02/20/2010,Tulsa,70,UTEP,78,1,1,0.59,0.51,0.66,0,-1.27,0,0.99,2.11,-1,,
02/20/2010,San Diego St.,68,Utah,61,11.5,10.67,12,12.61,11.38,0,10.49,11,10.47,9.25,11,,
02/20/2010,Bowling Green,87,Valparaiso,70,1.5,0.48,2.06,3.43,0.63,0,-0.93,1.5,1.73,-2.03,0.01,,
02/20/2010,Clemson,72,Virginia,49,10.5,8.76,9.33,9.04,9.86,0,10.25,10,8.41,4.25,9,,
02/20/2010,North Carolina St.,68,Wake Forest,54,-1.5,-2.79,-4.07,-6.11,-2.15,0,-3.21,-3,-2.18,-0.37,-3,,
02/20/2010,Kent St.,74,Western Carolina,72,8.5,11.15,9.62,8.31,10.89,0,13.98,9,11.03,16.32,13,,
02/20/2010,Arkansas St.,76,Western Kentucky,78,-3,-1.72,0.71,2.11,-0.71,0,-4.75,-2,-0.7,-4.52,0.01,,
02/20/2010,Southern Illinois,89,Western Michigan,72,8.5,6.14,4.93,4.57,5.32,0,10.54,12,6.42,6.62,7,,
02/20/2010,Eastern Kentucky,77,Winthrop,57,8,7.32,6.97,6.02,7.98,0,3.94,7,7.3,8.99,6,,
02/20/2010,Georgia Southern,67,Wofford,82,-10,-7.84,-5.37,-6.61,-4.16,0,-3.62,-8,-11.09,-4.9,-12,,
02/20/2010,Ohio,64,Wright St.,59,-4,-1.59,-1.6,-1.45,-1.91,0,-4.3,-2.5,-0.31,-1.15,-2,,
02/20/2010,NC Charlotte,67,Xavier,81,-4,-5.52,-2.36,2,-5.71,0,-9.28,-4.5,-4.45,-8.71,-8,,
02/20/2010,Pennsylvania,81,Yale,69,3.5,-0.53,-0.57,0.9,-1.81,0,2.01,3.5,-1.13,0.81,-1,,
02/20/2010,Cal Riverside,62,Youngstown St.,60,5,3.89,4.44,4.53,4.36,0,2.43,4,3.49,5.41,2,,
02/21/2010,Arizona,69,Arizona St.,73,-2,-1.56,0.23,1.7,-1.98,0,0.26,-1,-0.21,-4.17,-1,,
02/21/2010,Duquesne,73,Dayton,71,-4.5,-4.01,-4.45,-3.08,-5.75,0,-4.92,-5,-4.91,-2.44,-4,,
02/21/2010,Cincinnati,76,Marquette,79,2,0.7,1.79,3.92,-0.8,0,-0.44,2,-0.12,2.86,0.01,,
02/21/2010,Wisconsin,70,Northwestern,63,12.5,13.17,11.2,9.68,13.3,0,13.46,9,12.69,17.08,13,,
02/21/2010,Michigan St.,67,Ohio St.,74,3.5,3.14,3.71,4.97,1.71,0,1.73,6,2.24,4.32,2,,
02/21/2010,Massachusetts,56,Saint Louis,69,1.5,0.22,-2.26,-3.61,-1.1,0,0.47,-1.5,0.41,4.36,3,,
02/21/2010,La Salle,66,St. Bonaventure,77,4.5,5.01,5.31,6.43,4.19,0,6.69,5,4.98,3.8,8,,
02/21/2010,Pittsburgh,70,Villanova,65,-2,0.2,0.41,-0.82,0.96,0,1.74,-2,0.67,-6.63,4,,
02/21/2010,Duke,67,Virginia Tech,55,12.5,13.42,10.39,7.33,14.48,0,13.42,13,13.84,14.89,12,,
02/22/2010,Elon,54,Appalachian St.,58,-4.5,-5.33,-6.27,-5.91,-6.66,0,-6.12,-6,-4.42,-3.23,-4,,
02/22/2010,Chattanooga,78,Davidson,73,-5,-3.69,-2.88,-2.66,-3.18,0,-5.62,-5,-2.02,-7.37,-2,,
02/22/2010,Samford,77,Georgia Southern,83,9.5,4.85,2.11,2.58,1.66,0,1.63,8,9.71,12.39,3,,
